dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
mkg_w,mkgw_mhyper_adamf,relation_x_direction,3,tail,426,142,183,0,183,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,4,head,99,33,71,0,71,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,4,tail,99,33,30,0,30,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,5,head,462,154,252,0,252,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,5,tail,462,154,167,0,167,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,6,head,174,58,120,0,120,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,6,tail,174,58,76,0,76,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,7,head,360,120,243,0,243,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,7,tail,360,120,196,0,196,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,8,head,285,95,30,0,30,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,8,tail,285,95,35,0,35,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,9,head,213,71,116,0,116,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,9,tail,213,71,53,0,53,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,10,head,126,42,85,0,85,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,10,tail,126,42,39,0,39,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,11,head,534,178,380,0,380,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,11,tail,534,178,306,0,306,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,12,head,54,18,43,0,43,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,12,tail,54,18,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,13,head,1386,462,1226,0,1226,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,13,tail,1386,462,56,0,56,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,14,head,228,76,25,0,25,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,14,tail,228,76,24,0,24,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,15,head,123,41,98,0,98,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,15,tail,123,41,22,0,22,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,16,head,387,129,185,0,185,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,16,tail,387,129,173,0,173,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,18,head,504,168,387,0,387,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,18,tail,504,168,315,0,315,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,19,head,69,23,53,0,53,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,19,tail,69,23,16,0,16,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,20,head,18,6,16,0,16,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,20,tail,18,6,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,21,head,378,126,274,0,274,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,21,tail,378,126,44,0,44,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,22,head,564,188,234,0,234,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,22,tail,564,188,168,0,168,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,23,head,18,6,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,23,tail,18,6,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,24,head,12,4,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,24,tail,12,4,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,25,head,12,4,9,0,9,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,25,tail,12,4,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,26,head,24,8,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,26,tail,24,8,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,27,head,39,13,33,0,33,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,27,tail,39,13,23,0,23,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,28,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,28,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,29,head,225,75,56,0,56,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,29,tail,225,75,62,0,62,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,30,head,375,125,221,0,221,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,30,tail,375,125,236,0,236,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,31,head,225,75,191,0,191,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,31,tail,225,75,153,0,153,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,32,head,243,81,186,0,186,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,32,tail,243,81,92,0,92,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,33,head,42,14,33,0,33,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,33,tail,42,14,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,34,head,276,92,199,0,199,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,34,tail,276,92,53,0,53,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,35,head,15,5,12,0,12,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,35,tail,15,5,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,36,head,9,3,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,36,tail,9,3,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,37,head,123,41,88,0,88,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,37,tail,123,41,34,0,34,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,38,head,21,7,13,0,13,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,38,tail,21,7,13,0,13,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,39,head,42,14,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,39,tail,42,14,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,40,head,45,15,26,0,26,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,40,tail,45,15,22,0,22,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,41,head,33,11,24,0,24,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,41,tail,33,11,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,43,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,43,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,44,head,39,13,29,0,29,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,44,tail,39,13,18,0,18,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,45,head,27,9,15,0,15,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,45,tail,27,9,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,46,head,33,11,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,46,tail,33,11,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,48,head,96,32,46,0,46,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,48,tail,96,32,67,0,67,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,49,head,39,13,31,0,31,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,49,tail,39,13,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,50,head,117,39,48,0,48,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,50,tail,117,39,57,0,57,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,51,head,15,5,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,51,tail,15,5,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,52,head,12,4,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,52,tail,12,4,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,53,head,51,17,44,0,44,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,53,tail,51,17,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,54,head,6,2,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,54,tail,6,2,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,55,head,15,5,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,55,tail,15,5,15,0,15,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,56,head,144,48,69,0,69,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,56,tail,144,48,48,0,48,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,57,head,36,12,32,0,32,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,57,tail,36,12,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,58,head,99,33,52,0,52,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,58,tail,99,33,53,0,53,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,59,head,81,27,53,0,53,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,59,tail,81,27,34,0,34,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,61,head,51,17,33,0,33,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,61,tail,51,17,19,0,19,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,62,head,15,5,8,0,8,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,62,tail,15,5,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,64,head,48,16,18,0,18,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,64,tail,48,16,8,0,8,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,65,head,6,2,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,65,tail,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,66,head,15,5,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,66,tail,15,5,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,67,head,24,8,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,67,tail,24,8,16,0,16,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,68,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,68,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,69,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,69,tail,6,2,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,71,head,12,4,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,71,tail,12,4,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,72,head,81,27,61,0,61,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,72,tail,81,27,46,0,46,1.0,-1.0,True,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,73,head,6,2,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,73,tail,6,2,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,74,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,74,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,75,head,6,2,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,75,tail,6,2,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,77,head,36,12,23,0,23,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,77,tail,36,12,18,0,18,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,79,head,24,8,21,0,21,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,79,tail,24,8,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,80,head,15,5,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,80,tail,15,5,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,81,head,6,2,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,81,tail,6,2,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,82,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,82,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,84,head,18,6,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,84,tail,18,6,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,86,head,18,6,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,86,tail,18,6,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,87,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,87,tail,6,2,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,88,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,88,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,89,head,24,8,20,0,20,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,89,tail,24,8,16,0,16,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,93,head,18,6,12,0,12,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,93,tail,18,6,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,94,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,94,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,100,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,100,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,101,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,101,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,104,head,21,7,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,104,tail,21,7,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,105,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,105,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,107,head,9,3,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,107,tail,9,3,9,0,9,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,109,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,109,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,112,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,112,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,114,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,114,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,116,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,116,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,117,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,117,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,123,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,123,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,127,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,127,tail,6,2,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,130,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,130,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,136,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,136,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,138,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,138,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,141,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,141,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,144,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,144,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,147,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,147,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,152,head,6,2,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,152,tail,6,2,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,155,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,155,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,160,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,160,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,168,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_adamf,relation_x_direction,168,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,direction,,head,12828,4276,10212,2470,7742,0.7581276929103016,-0.5162553858206033,True,60
mkg_w,mkgw_mhyper_native,direction,,tail,12828,4276,6096,1297,4799,0.7872375328083989,-0.574475065616798,True,60
mkg_w,mkgw_mhyper_native,relation,0,,4974,829,4340,713,3627,0.8357142857142857,-0.6714285714285714,True,60
