outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
1,w128_lr1e-4_neg2p0,128,0.0001,2.0,152208,0.02162995011638985,0.0180197730978438,0.03728034120763127,0.32841243561442235,0.34887695322726503,0.02046451761284268,0.5411523500546608,0.1911134762955955,0.1849657531093677,-0.006147723186227805,0.49264110256332383
1,w128_lr1e-4_neg3p0,128,0.0001,3.0,152208,0.021970767228500287,0.01814104350871567,0.03640456158716134,0.32841243561442235,0.3528227641504458,0.02441032853602343,0.5545676833568612,0.1911134762955955,0.17777500523402973,-0.013338471061565771,0.4711874181964847
1,w128_lr3e-4_neg1p0,128,0.0003,1.0,152208,0.020925983521824194,0.017821548866186518,0.07658573563428404,0.32841243561442235,0.3722108052616198,0.043798369647197466,0.5677764676177797,0.1911134762955955,0.18406907602785605,-0.007044400267739448,0.495395525369141
1,w128_lr3e-4_neg1p5,128,0.0003,1.5,152208,0.020835742362728015,0.017808667703215878,0.08705830792153642,0.32841243561442235,0.3820916434291207,0.05367920781469837,0.5773235176010418,0.1911134762955955,0.18818531862116225,-0.002928157674433246,0.4955972017435751
1,w128_lr3e-4_neg2p0,128,0.0003,2.0,152208,0.021407603173835922,0.0179497490189436,0.07212572755468895,0.32841243561442235,0.3649637438263158,0.03655130821189345,0.564503249357076,0.1911134762955955,0.18864993797759783,-0.002463538317997671,0.5022516686647441
1,w128_lr3e-4_neg3p0,128,0.0003,3.0,152208,0.02201531923797421,0.018163184628269324,0.025664201151604796,0.32841243561442235,0.3663167791615067,0.03790434354708433,0.5674398455287754,0.1911134762955955,0.17483485478501848,-0.016278621510577018,0.4445629737698923
1,w128_lr1e-3_neg1p0,128,0.001,1.0,152208,0.020374067968909084,0.017714439558614264,0.07084587349905305,0.32841243561442235,0.3894547425803994,0.06104230696597707,0.5881745719192554,0.1911134762955955,0.17014018307266607,-0.02097329322292943,0.45069002530351054
1,w128_lr1e-3_neg1p5,128,0.001,1.5,152208,0.021841635477247722,0.018151256691010007,0.06065433112015675,0.32841243561442235,0.38332543104194505,0.054912995427522704,0.5736697090983924,0.1911134762955955,0.17582949733878458,-0.015283978956810912,0.47157432713602376
1,w128_lr1e-3_neg2p0,128,0.001,2.0,152208,0.020694942623618578,0.017799556586413724,0.05827550678143177,0.32841243561442235,0.34552403360394746,0.017111597989525107,0.5397720881333726,0.1911134762955955,0.20422883121081517,0.013115354915219674,0.5261862468682508
1,w128_lr1e-3_neg3p0,128,0.001,3.0,152208,0.022367682779194008,0.018348984609720356,0.059211178870759634,0.32841243561442235,0.3717318853766766,0.04331944976225427,0.5647482584229102,0.1911134762955955,0.19066156309777496,-0.00045191319782053596,0.4941397316260584
2,w32_lr1e-4_neg1p0,32,0.0001,1.0,152184,0.022930525627108057,0.01860899385096888,0.0427270930638202,0.33228197445197916,0.36039310624872517,0.028111131796746014,0.5495360810350457,0.188350943594596,0.1764424050233153,-0.011908538571280713,0.47679534592731726
2,w32_lr1e-4_neg1p5,32,0.0001,1.5,152184,0.023149606691438982,0.0186705511707071,0.02859975524325818,0.33228197445197916,0.3564861997252059,0.024204225273226743,0.5311569075927288,0.188350943594596,0.18362384211509167,-0.0047271014795043365,0.4894762290007126
2,w32_lr1e-4_neg2p0,32,0.0001,2.0,152184,0.023929425283783792,0.019009556296604845,0.01786900570783327,0.33228197445197916,0.339618485336456,0.007336510884476843,0.5193430190701712,0.188350943594596,0.1830484406502615,-0.005302502944334514,0.5017591691996622
2,w32_lr1e-4_neg3p0,32,0.0001,3.0,152184,0.023497611634865155,0.018816929274707593,0.023820105151027567,0.33228197445197916,0.34454625128977795,0.012264276837798793,0.534415558796241,0.188350943594596,0.17816557999213234,-0.010185363602463665,0.48633387688687874
